Station Names,Docks
Danforth Ave / Danforth Rd,
Brimley Rd / McCowan District Park,
Parkcrest Dr / Kingston Rd,
King St W / Jameson Ave - SMART,
Scarborough Soccer Centre,
Lansdowne Ave / Seaforth Ave,
Pharmacy Ave / Teesdale Pl,
Danforth Rd / Birchmount Rd,
552 Birchmount Rd,
Eastgate Cres / Pharmacy Ave,
Firvalley Ct / Warden Ave,
Avenue Rd / Cumberland St,
Midland Ave / Kingston Rd,
Bellamy Rd S / Kingston Rd,
Yonge St / Merton St,
Fenwood Ht / Kingston Rd,
Avenue Rd / Macpherson Ave,
Bay St / Dundas St W,
Shaw St / King St W,
Soudan Ave / Yonge St,
Avenue Rd / Oxton Ave,
1612 Danforth Ave,
Lisgar St / Queen St W - SMART,
Leslie St / Commissioners St,
Greenwood Ave / Sammon Ave,
Warden Subway Station,
Kingston Rd / Scarborough Golf Club Rd,
Greenwood Ave / Gerrard St E,
Chatham Ave / Byron Ave,
Wakunda Pl / O'Connor Dr,
Tiago Ave / Westview Blvd,
Plaxton Dr / St Clair Ave E,
Victoria Park Ave / Edge Park Ave,
Finch Subway Station,
Glencairn Subway Station,
Glen Long Community Centre,
Caledonia Rd / Lotherton Pathway,
Harvie Ave / Rogers Rd,
Ling Rd / Morningside Ave,
Lake Shore Blvd W / Legion Rd,
Lake Shore Blvd W / Seventeenth St,
Mabelle Park,
Islington Subway Station (Aberfoyle Cres),
Lake Shore Blvd W / Long Branch Ave,
Uno Dr / The Queensway,
Second St / Lake Shore Blvd W,
Sixth St / Lake Shore Blvd W,
Bloor St W / Dundas St W (2),
Gerrard St E / Nasmith Ave,
Viewmount Park,
Maud St / Adelaide St W,
Keele St / Ingram Dr,
York Recreation Centre,
Trethewey Dr / Black Creek Dr,
Jane St / Haney Ave,
Scarlett Rd / Eileen Ave,
Scarlett Rd / Old Scarlett Rd,
Eglinton Ave W / Venn Cres,
Rogers Rd / Bicknell Ave,
Mallaby Park,
Cruickshank Park,
Emmett Ave,
Jane St / Weston Rd,
Jane St / Queens Dr,
Sussex Ave / St George St,
2700 Eglinton Ave W,
695 Lansdowne Ave,
15 Price St,
Sheppard Ave W / Chesswood Dr,
Sentinel Rd / Sheppard Ave W,
Humber River Hospital,
Jane St / Lawrence Ave W,
Keele St / Catford Rd,
Sentinel Rd / Finch Ave W,
The Pond Rd / Ian Macdonald Blvd,
Oakdale Community Centre,
Jane St / Yewtree Blvd,
Jane St / Yorkwoods Gt,
Weston Rd / Sheppard Ave W,
Weston Rd / Lanyard Rd,
Lindylou Rd / Lanyard Rd,
Queens Quay E / Merchants' Wharf,
Tangiers Rd / Finch Ave W,
Wynford Heights Cres / Concorde Pl,
Bartley Park,
Brooklawn Ave / Kingston Rd,
Jane St / Finch Ave W,
800 Fleet St (North),
The Kingsway / Ashley Rd,
Dundas St W / Prince Edward Dr N,
60 Broadway Ave,
Opposite 1103 Leslie St,
Erskine Ave / Redpath Ave,
Overlea Blvd / Thorncliffe Park Dr,
Keele St / Lloyd Ave,
Arlington Parkette,
50 Overlea Blvd,
University Ave / Gerrard St W - SMART(South),
Queens Park Cres / College St,
Simcoe St / Elm St,
Bloor St W / Kingsmill Rd,
Gunns Rd / Lavender Creek Trail,
St Clair Ave W / Symes Rd,
Palmerston Blvd / Lennox St,
Palmerston Blvd / Herrick St,
Princess St / Front St E,
365 Lippincott St,
E.T Seton Park - South,
Eglinton Ave E / Brentcliffe Rd,
King St W / York St (2),
Joe Shuster Way / King St W,
St. George St / Willcocks St,
York St / Wellington St W (2),
Rogers Rd / Watt Ave,
University Ave / Pearl St,
King St W / University Ave,
Albion Rd/ Arcot Blvd,
Armel Ct / Albion Rd,
75 Tandridge Cres,
Islington Ave / Finch Ave W,
35 Erindale Ave,
Trethewey Dr / Jane St,
Duncan St / Adelaide St W - SMART,
Niagara St / King St W - SMART,
McRae Dr / Laird Dr - SMART,
Strachan Ave / East Liberty St - SMART,
Simcoe St / Pullan Pl,
Spadina Ave / Bulwer St- SMART,
Dunn Ave / Queen St W,
Symes Rd / Glen Scarlett Rd - SMART,
Boston Ave / Queen St E- SMART,
Elizabeth St / Elm St,
19 Glendora Ave,
Ramsden Park,
Adelaide St W / Bay St ( South ),
Adelaide St W / Yonge St,
Portland St / Wellington St W,
Princes' Gates,
Lillian St / Soudan Ave,
Hanna Ave / Snooker St,
Hillsdale Ave E / Mount Pleasant Rd,
OCAD University,
Harbord St / Grace St (Bickford Park),
Front St W / Spadina Ave,
Richmond St W / Bathurst St,
Niagara St / Queen St W,
Bathurst St / Housey St,
Thompson St / Carroll St,
Crawford St / Lobb Ave,
Fort York Blvd / Grand Magazine St,
Adelaide St W / York St,
Church St / Shuter St,
Adelaide St E / Parliament St,
Wellesley St E / Jarvis St,
Benshire Dr / The Meadoway,
Brimley Rd / Lawrence Ave E,
Centennial College (Ashtonbee Campus),
Bellamy Rd N / The Meadoway,
Markham Rd / The Meadoway,
Ellesmere Rd / Markham Rd,
Slan Ave / Scarborough Golf Club Rd,
Cedar Dr / Eglinton Ave E,
Kennedy Rd/Ranstone Gdns (Jack Goodlad Park),
Eglinton Ave E / Brimley Rd,
Albany Ave / Dupont St,
Gordonridge Pl / Danforth Rd,
McCowan Rd / Trudelle St,
Bayview Ave / Finch Recreational Trail,
Willowdale Ave / Bishop Ave,
Talbot Rd / Finch Hydro Corridor,
Eglinton Ave E / Mason Rd,
Lawrence Ave E / Don Mills Trail,
Kempford Blvd / Yonge St,
Empress Ave / Yonge St,
Yonge St / Sheppard Ave E,
Leslie Subway Station,
Yonge St / North York Blvd,
Bond Ave / Don Mills Trail,
Scarlett Rd / Clairton Cres,
Duncan Mill Rd / Valleybrook Dr,
Finch Ave W / Wilmington Ave,
York Mills Rd / Lesmill Rd,
Lake Shore Blvd W / Bathurst St,
Hawksbury Dr / Sheppard Ave E,
Sheppard Ave E / Leslie St,
Shaughnessy Blvd / Sheppard Ave E,
Brahms Ave / Finch Ave E,
Don Mills Rd / Fairview Mall Dr,
Don Mills Rd / Goodview Rd,
Kingston Rd / Markham Rd,
Fairglen Cres / Weston Rd,
Wells St / Brunswick Ave,
Eglinton Ave E / Victoria Park Ave,
Eglinton Ave W / Oakwood Ave,
Scarborough GO Station,
3220 Bloor St W,
Eglinton West Subway Station,
Lawrence Ave W / Marlee Ave,
16 Riverview Gardens,
Union Station (North),
Grantbrook St / Finch Hydro Corridor Trail,
Tecumseth St / Tecumseth Pl,
Brookdale Ave / Yonge St,
1 Shortt St,
Cherry St / Polson St,
Logan Ave / Eastern Ave - SMART,
Wellington St W / Blue Jays Way,
Spadina Ave / Dundas St W - SMART,
Queens Quay E / Freeland St,
Pharmacy Ave / Eglinton Ave E,
Saulter St / Queen St E - SMART,
